image_id,image_path,label,mask_path,split,source,protected
authentic_01f244145a5b4f00,authentic/01f244145a5b4f00.jpg,0,,train,authentic,False
authentic_029ba4870447a902,authentic/029ba4870447a902.jpg,0,,train,authentic,False
authentic_02a657b3b00696a0,authentic/02a657b3b00696a0.jpg,0,,train,authentic,False
authentic_02e90051cc66e2b4,authentic/02e90051cc66e2b4.jpg,0,,train,authentic,False
authentic_031ea84f7a2ffb81,authentic/031ea84f7a2ffb81.jpg,0,,train,authentic,False
authentic_03502e41c728a108,authentic/03502e41c728a108.jpg,0,,train,authentic,False
authentic_039fc4c212aae2bf,authentic/039fc4c212aae2bf.jpg,0,,train,authentic,False
authentic_03d0b1177fc3fbd5,authentic/03d0b1177fc3fbd5.jpg,0,,train,authentic,False
authentic_03f108d8b8f574e9,authentic/03f108d8b8f574e9.jpg,0,,train,authentic,False
authentic_042c06edf9674d89,authentic/042c06edf9674d89.jpg,0,,test,authentic,False
authentic_045699b222cae844,authentic/045699b222cae844.jpg,0,,test,authentic,False
authentic_0457db9b010167c0,authentic/0457db9b010167c0.jpg,0,,test,authentic,False
authentic_04a09397d1bc7459,authentic/04a09397d1bc7459.jpg,0,,train,authentic,False
authentic_04fa4cef4324e44e,authentic/04fa4cef4324e44e.jpg,0,,train,authentic,False
authentic_051752bcdf6275db,authentic/051752bcdf6275db.jpg,0,,train,authentic,False
authentic_055c409f9d279e1c,authentic/055c409f9d279e1c.jpg,0,,val,authentic,False
authentic_0594c93c744a233f,authentic/0594c93c744a233f.jpg,0,,train,authentic,False
authentic_05a68b41e87e90fc,authentic/05a68b41e87e90fc.jpg,0,,train,authentic,False
authentic_0606f87623b6ff66,authentic/0606f87623b6ff66.jpg,0,,val,authentic,False
authentic_060e2bf3eefc4469,authentic/060e2bf3eefc4469.jpg,0,,train,authentic,False
authentic_06433d68031b134b,authentic/06433d68031b134b.jpg,0,,train,authentic,False
authentic_06440c5ded5763c0,authentic/06440c5ded5763c0.jpg,0,,train,authentic,False
authentic_06461e414a9d69e2,authentic/06461e414a9d69e2.jpg,0,,train,authentic,False
authentic_066229be9130bb03,authentic/066229be9130bb03.jpg,0,,train,authentic,False
authentic_068f8848fc313d1c,authentic/068f8848fc313d1c.jpg,0,,train,authentic,False
authentic_06918334782027eb,authentic/06918334782027eb.jpg,0,,train,authentic,False
authentic_06a49a893e742cbb,authentic/06a49a893e742cbb.jpg,0,,train,authentic,False
authentic_06cd325a6b6faa08,authentic/06cd325a6b6faa08.jpg,0,,test,authentic,False
authentic_06d6c0e7caa54b65,authentic/06d6c0e7caa54b65.jpg,0,,train,authentic,False
authentic_06e5e4bc39fced90,authentic/06e5e4bc39fced90.jpg,0,,train,authentic,False
authentic_06edbee4df5a729c,authentic/06edbee4df5a729c.jpg,0,,train,authentic,False
authentic_07293cdeec0801ef,authentic/07293cdeec0801ef.jpg,0,,train,authentic,False
authentic_07465a808ae51f9f,authentic/07465a808ae51f9f.jpg,0,,train,authentic,False
authentic_075150483b97e9e5,authentic/075150483b97e9e5.jpg,0,,val,authentic,False
authentic_0753a0db10bd2852,authentic/0753a0db10bd2852.jpg,0,,test,authentic,False
authentic_076cd2ffd07f139c,authentic/076cd2ffd07f139c.jpg,0,,train,authentic,False
authentic_07927471ed180fbc,authentic/07927471ed180fbc.jpg,0,,train,authentic,False
authentic_07a61ea16bcd527b,authentic/07a61ea16bcd527b.jpg,0,,train,authentic,False
authentic_07a64f3c217a6a5d,authentic/07a64f3c217a6a5d.jpg,0,,train,authentic,False
authentic_07b204736134802e,authentic/07b204736134802e.jpg,0,,train,authentic,False
authentic_07c4c14d0b894f77,authentic/07c4c14d0b894f77.jpg,0,,train,authentic,False
authentic_085103532bf4f342,authentic/085103532bf4f342.jpg,0,,train,authentic,False
authentic_08f247d33b3602f5,authentic/08f247d33b3602f5.jpg,0,,test,authentic,False
authentic_090ea170b58453f8,authentic/090ea170b58453f8.jpg,0,,train,authentic,False
authentic_092919952b5cee75,authentic/092919952b5cee75.jpg,0,,train,authentic,False
authentic_09e3e8ca8de44bd7,authentic/09e3e8ca8de44bd7.jpg,0,,train,authentic,False
authentic_0ab73717cd9cee60,authentic/0ab73717cd9cee60.jpg,0,,train,authentic,False
authentic_0ac53dd590612f9f,authentic/0ac53dd590612f9f.jpg,0,,train,authentic,False
authentic_0aed0e968064127a,authentic/0aed0e968064127a.jpg,0,,train,authentic,False
authentic_0aef3877ab50ea1a,authentic/0aef3877ab50ea1a.jpg,0,,train,authentic,False
authentic_0b212f01231d8814,authentic/0b212f01231d8814.jpg,0,,train,authentic,False
authentic_0b856bf4b58c328c,authentic/0b856bf4b58c328c.jpg,0,,train,authentic,False
authentic_0ba3eaae376272ba,authentic/0ba3eaae376272ba.jpg,0,,train,authentic,False
authentic_0bcf255eadbdfe65,authentic/0bcf255eadbdfe65.jpg,0,,train,authentic,False
authentic_0be4b3b12d2ad5be,authentic/0be4b3b12d2ad5be.jpg,0,,train,authentic,False
authentic_0c3bf807bf45ed75,authentic/0c3bf807bf45ed75.jpg,0,,train,authentic,False
authentic_0c97a9625ff85207,authentic/0c97a9625ff85207.jpg,0,,test,authentic,False
authentic_0d688597894682b0,authentic/0d688597894682b0.jpg,0,,train,authentic,False
authentic_0d96f8f8d6a6e66b,authentic/0d96f8f8d6a6e66b.jpg,0,,train,authentic,False
authentic_0ddc528dc6576bfe,authentic/0ddc528dc6576bfe.jpg,0,,train,authentic,False
authentic_0e1f4d7f039c8fab,authentic/0e1f4d7f039c8fab.jpg,0,,train,authentic,False
authentic_0e30c2208e279482,authentic/0e30c2208e279482.jpg,0,,train,authentic,False
authentic_0ed30c1252c1f5e5,authentic/0ed30c1252c1f5e5.jpg,0,,train,authentic,False
authentic_0f073817ca337212,authentic/0f073817ca337212.jpg,0,,train,authentic,False
authentic_0f178d70dc9ca282,authentic/0f178d70dc9ca282.jpg,0,,train,authentic,False
authentic_0f3de3e5b6d73022,authentic/0f3de3e5b6d73022.jpg,0,,train,authentic,False
authentic_0f581a2fd02de7c0,authentic/0f581a2fd02de7c0.jpg,0,,train,authentic,False
authentic_1002da5c2352a13b,authentic/1002da5c2352a13b.jpg,0,,test,authentic,False
authentic_101c490f433875bd,authentic/101c490f433875bd.jpg,0,,train,authentic,False
authentic_10446bb1fcf89e00,authentic/10446bb1fcf89e00.jpg,0,,train,authentic,False
authentic_10a07dd733daaca6,authentic/10a07dd733daaca6.jpg,0,,train,authentic,False
authentic_10a439ac4fa4a7bd,authentic/10a439ac4fa4a7bd.jpg,0,,train,authentic,False
authentic_10b9f5522b794ff3,authentic/10b9f5522b794ff3.jpg,0,,train,authentic,False
authentic_10c3d6758f96f09c,authentic/10c3d6758f96f09c.jpg,0,,train,authentic,False
authentic_10e0b0d034603ec8,authentic/10e0b0d034603ec8.jpg,0,,train,authentic,False
authentic_1148194fc8a8331c,authentic/1148194fc8a8331c.jpg,0,,train,authentic,False
authentic_11a1debe76d82955,authentic/11a1debe76d82955.jpg,0,,train,authentic,False
authentic_11e9bc4a835bbabc,authentic/11e9bc4a835bbabc.jpg,0,,train,authentic,False
authentic_121863f4da7ded0c,authentic/121863f4da7ded0c.jpg,0,,val,authentic,False
authentic_1232d33ab4cfd19f,authentic/1232d33ab4cfd19f.jpg,0,,test,authentic,False
authentic_130927bc28a7c6a4,authentic/130927bc28a7c6a4.jpg,0,,train,authentic,False
authentic_138a31fa5b788048,authentic/138a31fa5b788048.jpg,0,,train,authentic,False
authentic_13f2d8577c7a63b7,authentic/13f2d8577c7a63b7.jpg,0,,train,authentic,False
authentic_1410688a03e62549,authentic/1410688a03e62549.jpg,0,,train,authentic,False
authentic_1434c8180787d0c7,authentic/1434c8180787d0c7.jpg,0,,train,authentic,False
authentic_149ef1924a05ed63,authentic/149ef1924a05ed63.jpg,0,,train,authentic,False
authentic_151f05148ceb1ba2,authentic/151f05148ceb1ba2.jpg,0,,val,authentic,False
authentic_156165303fc48706,authentic/156165303fc48706.jpg,0,,val,authentic,False
authentic_15c980c91a96c872,authentic/15c980c91a96c872.jpg,0,,train,authentic,False
authentic_15dbe58a5fc86079,authentic/15dbe58a5fc86079.jpg,0,,train,authentic,False
authentic_15f0665c76f1d280,authentic/15f0665c76f1d280.jpg,0,,train,authentic,False
authentic_16447defbaafc3c6,authentic/16447defbaafc3c6.jpg,0,,train,authentic,False
authentic_168bb6117a7f7845,authentic/168bb6117a7f7845.jpg,0,,test,authentic,False
authentic_16d805c6dd47100b,authentic/16d805c6dd47100b.jpg,0,,train,authentic,False
authentic_16df1e29541e32a9,authentic/16df1e29541e32a9.jpg,0,,test,authentic,False
authentic_16fb3e3656ccd46f,authentic/16fb3e3656ccd46f.jpg,0,,train,authentic,False
authentic_170651fb47d9f090,authentic/170651fb47d9f090.jpg,0,,train,authentic,False
authentic_1706c70c0576fc2f,authentic/1706c70c0576fc2f.jpg,0,,train,authentic,False
authentic_173aa95158acfd1a,authentic/173aa95158acfd1a.jpg,0,,train,authentic,False
authentic_173b49f12ef8a55e,authentic/173b49f12ef8a55e.jpg,0,,val,authentic,False
authentic_175b4657ff9d9c38,authentic/175b4657ff9d9c38.jpg,0,,train,authentic,False
authentic_1809498c59b4a52b,authentic/1809498c59b4a52b.jpg,0,,train,authentic,False
authentic_18226f02a235542f,authentic/18226f02a235542f.jpg,0,,train,authentic,False
authentic_183ba5e0d1d44549,authentic/183ba5e0d1d44549.jpg,0,,test,authentic,False
authentic_1850e7c734379910,authentic/1850e7c734379910.jpg,0,,train,authentic,False
authentic_18b52be464b90986,authentic/18b52be464b90986.jpg,0,,train,authentic,False
authentic_18bc5848f0700935,authentic/18bc5848f0700935.jpg,0,,train,authentic,False
authentic_190f461499965cac,authentic/190f461499965cac.jpg,0,,train,authentic,False
authentic_1960f7d4f6c144fd,authentic/1960f7d4f6c144fd.jpg,0,,train,authentic,False
authentic_19b1e9ca95149143,authentic/19b1e9ca95149143.jpg,0,,train,authentic,False
authentic_19f245a076603b77,authentic/19f245a076603b77.jpg,0,,train,authentic,False
authentic_1a584cca5272b23c,authentic/1a584cca5272b23c.jpg,0,,train,authentic,False
authentic_1a58fd771bf0327b,authentic/1a58fd771bf0327b.jpg,0,,val,authentic,False
authentic_1abcdfbac9a6e229,authentic/1abcdfbac9a6e229.jpg,0,,train,authentic,False
authentic_1af719ca7dc88e51,authentic/1af719ca7dc88e51.jpg,0,,val,authentic,False
authentic_1b3ce4761114f87a,authentic/1b3ce4761114f87a.jpg,0,,val,authentic,False
authentic_1c442b1407195461,authentic/1c442b1407195461.jpg,0,,train,authentic,False
authentic_1c542167b9cf456a,authentic/1c542167b9cf456a.jpg,0,,train,authentic,False
authentic_1c7669a18d10e2ae,authentic/1c7669a18d10e2ae.jpg,0,,train,authentic,False
authentic_1ca1389cddaab1b6,authentic/1ca1389cddaab1b6.jpg,0,,val,authentic,False
authentic_1cb8609a025f171d,authentic/1cb8609a025f171d.jpg,0,,test,authentic,False
authentic_1cdfba9d26de9fd8,authentic/1cdfba9d26de9fd8.jpg,0,,train,authentic,False
authentic_1d35fa6c00d89a7a,authentic/1d35fa6c00d89a7a.jpg,0,,train,authentic,False
authentic_1d4a6ec76859fa5e,authentic/1d4a6ec76859fa5e.jpg,0,,train,authentic,False
authentic_1d953b8abaa882de,authentic/1d953b8abaa882de.jpg,0,,train,authentic,False
authentic_1d95b6b3644b2de4,authentic/1d95b6b3644b2de4.jpg,0,,train,authentic,False
authentic_1dfe3b0d01480596,authentic/1dfe3b0d01480596.jpg,0,,train,authentic,False
authentic_1e07ebb99d473196,authentic/1e07ebb99d473196.jpg,0,,train,authentic,False
authentic_1e090badb23a8965,authentic/1e090badb23a8965.jpg,0,,train,authentic,False
authentic_1e25d25e48c91200,authentic/1e25d25e48c91200.jpg,0,,train,authentic,False
authentic_1e4917d0a0d25022,authentic/1e4917d0a0d25022.jpg,0,,train,authentic,False
authentic_1ea4f37df1fec981,authentic/1ea4f37df1fec981.jpg,0,,train,authentic,False
authentic_1f33970927ca02f1,authentic/1f33970927ca02f1.jpg,0,,train,authentic,False
authentic_1f490c742c2731b3,authentic/1f490c742c2731b3.jpg,0,,train,authentic,False
authentic_1ff6c484a79f984a,authentic/1ff6c484a79f984a.jpg,0,,train,authentic,False
authentic_200561b407403108,authentic/200561b407403108.jpg,0,,train,authentic,False
authentic_201fd336b2abfcce,authentic/201fd336b2abfcce.jpg,0,,train,authentic,False
authentic_203135074964ea76,authentic/203135074964ea76.jpg,0,,train,authentic,False
authentic_2040f85d43b5cfd4,authentic/2040f85d43b5cfd4.jpg,0,,train,authentic,False
authentic_205e606aa4d09ac1,authentic/205e606aa4d09ac1.jpg,0,,train,authentic,False
authentic_2062ce2936db79a7,authentic/2062ce2936db79a7.jpg,0,,train,authentic,False
authentic_2067e005fa8bc4a5,authentic/2067e005fa8bc4a5.jpg,0,,train,authentic,False
authentic_20840089dba9f250,authentic/20840089dba9f250.jpg,0,,train,authentic,False
authentic_21126df5f5e41703,authentic/21126df5f5e41703.jpg,0,,train,authentic,False
authentic_2126d4dcd99949ec,authentic/2126d4dcd99949ec.jpg,0,,train,authentic,False
authentic_21379d15d57591a4,authentic/21379d15d57591a4.jpg,0,,train,authentic,False
authentic_214af643e72c7814,authentic/214af643e72c7814.jpg,0,,train,authentic,False
authentic_21b46b93b71d901d,authentic/21b46b93b71d901d.jpg,0,,train,authentic,False
authentic_21d4e927419c4b59,authentic/21d4e927419c4b59.jpg,0,,train,authentic,False
authentic_21e7ededc432b179,authentic/21e7ededc432b179.jpg,0,,train,authentic,False
authentic_225c972a6d090b4a,authentic/225c972a6d090b4a.jpg,0,,train,authentic,False
authentic_22ab5d1c3f3ceb24,authentic/22ab5d1c3f3ceb24.jpg,0,,train,authentic,False
authentic_22de2a79b1263ff5,authentic/22de2a79b1263ff5.jpg,0,,val,authentic,False
authentic_2329b3991f1ae401,authentic/2329b3991f1ae401.jpg,0,,train,authentic,False
authentic_2373053c57bba255,authentic/2373053c57bba255.jpg,0,,train,authentic,False
authentic_237ffcb99b2681b7,authentic/237ffcb99b2681b7.jpg,0,,train,authentic,False
authentic_23aac5ffc2b4a0e2,authentic/23aac5ffc2b4a0e2.jpg,0,,train,authentic,False
authentic_247037a0023bebd9,authentic/247037a0023bebd9.jpg,0,,train,authentic,False
authentic_2527357d685b8b4b,authentic/2527357d685b8b4b.jpg,0,,train,authentic,False
authentic_26018a67c0ba1e27,authentic/26018a67c0ba1e27.jpg,0,,test,authentic,False
authentic_2606d73c49eb785c,authentic/2606d73c49eb785c.jpg,0,,train,authentic,False
authentic_266ea98277e23471,authentic/266ea98277e23471.jpg,0,,train,authentic,False
authentic_26a743ca686fb20e,authentic/26a743ca686fb20e.jpg,0,,train,authentic,False
authentic_271aa3c6f83e139e,authentic/271aa3c6f83e139e.jpg,0,,train,authentic,False
authentic_278d6a12990c5dbe,authentic/278d6a12990c5dbe.jpg,0,,train,authentic,False
authentic_27b4e99bc7f456d2,authentic/27b4e99bc7f456d2.jpg,0,,train,authentic,False
authentic_27dcfabd78266fd3,authentic/27dcfabd78266fd3.jpg,0,,train,authentic,False
authentic_289bde9095f096d0,authentic/289bde9095f096d0.jpg,0,,train,authentic,False
authentic_28dc0e022b765ae9,authentic/28dc0e022b765ae9.jpg,0,,train,authentic,False
authentic_293e3b4be1e06887,authentic/293e3b4be1e06887.jpg,0,,train,authentic,False
authentic_295bb857a6c5de83,authentic/295bb857a6c5de83.jpg,0,,train,authentic,False
authentic_298c1b060f6898d7,authentic/298c1b060f6898d7.jpg,0,,test,authentic,False
authentic_29a2045f4abdc139,authentic/29a2045f4abdc139.jpg,0,,train,authentic,False
authentic_2a0abd3ae25d6a6b,authentic/2a0abd3ae25d6a6b.jpg,0,,test,authentic,False
authentic_2a4d5d0f4cf49c54,authentic/2a4d5d0f4cf49c54.jpg,0,,val,authentic,False
authentic_2a5cd67fd6193675,authentic/2a5cd67fd6193675.jpg,0,,val,authentic,False
authentic_2a638f50cd4b17da,authentic/2a638f50cd4b17da.jpg,0,,train,authentic,False
authentic_2aa0c514f81b1cb8,authentic/2aa0c514f81b1cb8.jpg,0,,train,authentic,False
authentic_2aa3fcf60023299f,authentic/2aa3fcf60023299f.jpg,0,,val,authentic,False
authentic_2ab334ba6607df26,authentic/2ab334ba6607df26.jpg,0,,train,authentic,False
authentic_2b1a60180cbaa043,authentic/2b1a60180cbaa043.jpg,0,,train,authentic,False
authentic_2b314f878e455f38,authentic/2b314f878e455f38.jpg,0,,train,authentic,False
authentic_2beeba7302aa2dcc,authentic/2beeba7302aa2dcc.jpg,0,,train,authentic,False
authentic_2bf16ed414e8b336,authentic/2bf16ed414e8b336.jpg,0,,train,authentic,False
authentic_2c3470e05e1d3faf,authentic/2c3470e05e1d3faf.jpg,0,,val,authentic,False
authentic_2c675b7a27c2d650,authentic/2c675b7a27c2d650.jpg,0,,train,authentic,False
authentic_2c9c9687fee79ecd,authentic/2c9c9687fee79ecd.jpg,0,,train,authentic,False
authentic_2ca303e31e06c47f,authentic/2ca303e31e06c47f.jpg,0,,val,authentic,False
authentic_2cb6ea1c99c28afc,authentic/2cb6ea1c99c28afc.jpg,0,,val,authentic,False
authentic_2d035808c195aa1a,authentic/2d035808c195aa1a.jpg,0,,train,authentic,False
authentic_2d309823ca60873a,authentic/2d309823ca60873a.jpg,0,,train,authentic,False
authentic_2d4f71ea80021f6f,authentic/2d4f71ea80021f6f.jpg,0,,train,authentic,False
authentic_2d5191f99d1700e8,authentic/2d5191f99d1700e8.jpg,0,,test,authentic,False
authentic_2d7863eb985ca795,authentic/2d7863eb985ca795.jpg,0,,train,authentic,False
authentic_2d9003451fd68d03,authentic/2d9003451fd68d03.jpg,0,,train,authentic,False
authentic_2e106b11f54be46e,authentic/2e106b11f54be46e.jpg,0,,train,authentic,False
authentic_2e377276296e29c6,authentic/2e377276296e29c6.jpg,0,,train,authentic,False
authentic_2e3e0dc3f93bb1d2,authentic/2e3e0dc3f93bb1d2.jpg,0,,train,authentic,False
authentic_2e9a42698abd0a1b,authentic/2e9a42698abd0a1b.jpg,0,,train,authentic,False
authentic_2ebd0d24d03088a6,authentic/2ebd0d24d03088a6.jpg,0,,train,authentic,False
authentic_2f439596a1029f64,authentic/2f439596a1029f64.jpg,0,,train,authentic,False
authentic_2f490dcba9f6e44e,authentic/2f490dcba9f6e44e.jpg,0,,test,authentic,False
authentic_2f57d44daac42e92,authentic/2f57d44daac42e92.jpg,0,,train,authentic,False
authentic_2f584878b77d6677,authentic/2f584878b77d6677.jpg,0,,train,authentic,False
authentic_2f60d459565fc8a8,authentic/2f60d459565fc8a8.jpg,0,,test,authentic,False
authentic_2ffdc27ac8ba929d,authentic/2ffdc27ac8ba929d.jpg,0,,train,authentic,False
authentic_305077ce6b5d0b98,authentic/305077ce6b5d0b98.jpg,0,,train,authentic,False
authentic_30529c2b8e716d25,authentic/30529c2b8e716d25.jpg,0,,train,authentic,False
authentic_30571f3a032b1e50,authentic/30571f3a032b1e50.jpg,0,,train,authentic,False
authentic_3059b3cc8f9f5bf0,authentic/3059b3cc8f9f5bf0.jpg,0,,train,authentic,False
authentic_3084aa19fb9d2972,authentic/3084aa19fb9d2972.jpg,0,,train,authentic,False
authentic_3090cfca4c500d91,authentic/3090cfca4c500d91.jpg,0,,train,authentic,False
authentic_30cd227746822724,authentic/30cd227746822724.jpg,0,,train,authentic,False
authentic_30e167061b6dd834,authentic/30e167061b6dd834.jpg,0,,train,authentic,False
authentic_30ff8be759ce8d0e,authentic/30ff8be759ce8d0e.jpg,0,,train,authentic,False
authentic_310becdc0dd2c3e6,authentic/310becdc0dd2c3e6.jpg,0,,train,authentic,False
authentic_318500cb5801f69f,authentic/318500cb5801f69f.jpg,0,,test,authentic,False
authentic_31b6d6c573f8a734,authentic/31b6d6c573f8a734.jpg,0,,train,authentic,False
authentic_31fef2325edff37f,authentic/31fef2325edff37f.jpg,0,,train,authentic,False
authentic_3247cf7ce75a2587,authentic/3247cf7ce75a2587.jpg,0,,val,authentic,False
authentic_324c96b637ce4d6d,authentic/324c96b637ce4d6d.jpg,0,,test,authentic,False
authentic_32bcdcfe14a0f1c5,authentic/32bcdcfe14a0f1c5.jpg,0,,test,authentic,False
authentic_32e23095c3fa5266,authentic/32e23095c3fa5266.jpg,0,,val,authentic,False
authentic_33031257255d064c,authentic/33031257255d064c.jpg,0,,train,authentic,False
authentic_3396296c4044cc2e,authentic/3396296c4044cc2e.jpg,0,,train,authentic,False
authentic_33d59ae94395db69,authentic/33d59ae94395db69.jpg,0,,train,authentic,False
authentic_33ebb82ece913642,authentic/33ebb82ece913642.jpg,0,,val,authentic,False
authentic_33f4cb2943116269,authentic/33f4cb2943116269.jpg,0,,train,authentic,False
authentic_349e2edd53fb0609,authentic/349e2edd53fb0609.jpg,0,,train,authentic,False
authentic_35086c261d363bfa,authentic/35086c261d363bfa.jpg,0,,train,authentic,False
authentic_350dd5255ddf2238,authentic/350dd5255ddf2238.jpg,0,,test,authentic,False
authentic_35239b08c500bbd6,authentic/35239b08c500bbd6.jpg,0,,train,authentic,False
authentic_3592bf3eba1067da,authentic/3592bf3eba1067da.jpg,0,,test,authentic,False
authentic_35a7c50d3df26114,authentic/35a7c50d3df26114.jpg,0,,train,authentic,False
authentic_35edc04fa94dc7f3,authentic/35edc04fa94dc7f3.jpg,0,,test,authentic,False
authentic_363dc6a5dc0a98ef,authentic/363dc6a5dc0a98ef.jpg,0,,train,authentic,False
authentic_366c55773028612b,authentic/366c55773028612b.jpg,0,,train,authentic,False
authentic_3681a41969165cbd,authentic/3681a41969165cbd.jpg,0,,train,authentic,False
authentic_368eb1e2877af08d,authentic/368eb1e2877af08d.jpg,0,,train,authentic,False
authentic_372f9bc243d57f68,authentic/372f9bc243d57f68.jpg,0,,train,authentic,False
authentic_38853cda36ea778a,authentic/38853cda36ea778a.jpg,0,,train,authentic,False
authentic_38877796dfa742ce,authentic/38877796dfa742ce.jpg,0,,train,authentic,False
authentic_38ec672bc7a5bb3b,authentic/38ec672bc7a5bb3b.jpg,0,,train,authentic,False
authentic_3923db8a7684ea06,authentic/3923db8a7684ea06.jpg,0,,train,authentic,False
authentic_3987518f31ac1b5c,authentic/3987518f31ac1b5c.jpg,0,,train,authentic,False
authentic_3a0459247071874b,authentic/3a0459247071874b.jpg,0,,train,authentic,False
authentic_3a43e48205045cdd,authentic/3a43e48205045cdd.jpg,0,,test,authentic,False
authentic_3a7a6a70b1297a73,authentic/3a7a6a70b1297a73.jpg,0,,train,authentic,False
authentic_3acf8db1c71f32a7,authentic/3acf8db1c71f32a7.jpg,0,,test,authentic,False
authentic_3adf68ae6e226a74,authentic/3adf68ae6e226a74.jpg,0,,train,authentic,False
authentic_3b127697f105b565,authentic/3b127697f105b565.jpg,0,,train,authentic,False
authentic_3b57b6ff450a0538,authentic/3b57b6ff450a0538.jpg,0,,train,authentic,False
authentic_3b5a021a07087fe9,authentic/3b5a021a07087fe9.jpg,0,,val,authentic,False
authentic_3b9dfa30479cc46c,authentic/3b9dfa30479cc46c.jpg,0,,train,authentic,False
authentic_3ba7a948d5beed7c,authentic/3ba7a948d5beed7c.jpg,0,,train,authentic,False
authentic_3c9b82384cabfa4b,authentic/3c9b82384cabfa4b.jpg,0,,val,authentic,False
authentic_3cf0d0dae1f5e826,authentic/3cf0d0dae1f5e826.jpg,0,,train,authentic,False
authentic_3e3cafab3bd16cf5,authentic/3e3cafab3bd16cf5.jpg,0,,train,authentic,False
authentic_3e496983d7526766,authentic/3e496983d7526766.jpg,0,,val,authentic,False
authentic_3edb6823db4d0cdb,authentic/3edb6823db4d0cdb.jpg,0,,val,authentic,False
authentic_3f1f7988d2152951,authentic/3f1f7988d2152951.jpg,0,,test,authentic,False
authentic_3f215a6d7940717c,authentic/3f215a6d7940717c.jpg,0,,train,authentic,False
authentic_3f351b186ed2da20,authentic/3f351b186ed2da20.jpg,0,,train,authentic,False
authentic_3f5a850c4ff6a308,authentic/3f5a850c4ff6a308.jpg,0,,train,authentic,False
authentic_3f668f838d152aad,authentic/3f668f838d152aad.jpg,0,,train,authentic,False
authentic_3fb4e92fd323a7e0,authentic/3fb4e92fd323a7e0.jpg,0,,train,authentic,False
authentic_3fc5e5a7643a3db2,authentic/3fc5e5a7643a3db2.jpg,0,,test,authentic,False
authentic_3ff4491f9a9fe864,authentic/3ff4491f9a9fe864.jpg,0,,train,authentic,False
authentic_4024aa4c83fa68c1,authentic/4024aa4c83fa68c1.jpg,0,,train,authentic,False
authentic_402c72ad6963b0a7,authentic/402c72ad6963b0a7.jpg,0,,train,authentic,False
authentic_40769bb9ce21ba58,authentic/40769bb9ce21ba58.jpg,0,,val,authentic,False
authentic_40a45862edc2ae97,authentic/40a45862edc2ae97.jpg,0,,train,authentic,False
authentic_40bd9eb642c98c16,authentic/40bd9eb642c98c16.jpg,0,,train,authentic,False
authentic_40be2616efe07244,authentic/40be2616efe07244.jpg,0,,train,authentic,False
authentic_40c65f92012b1252,authentic/40c65f92012b1252.jpg,0,,val,authentic,False
authentic_40cebe73017fa1bc,authentic/40cebe73017fa1bc.jpg,0,,train,authentic,False
authentic_41409c66ba6acc74,authentic/41409c66ba6acc74.jpg,0,,train,authentic,False
authentic_419ab8ed2370d257,authentic/419ab8ed2370d257.jpg,0,,train,authentic,False
authentic_41c86261b5e77ce9,authentic/41c86261b5e77ce9.jpg,0,,train,authentic,False
authentic_41cbe88bd8156ba8,authentic/41cbe88bd8156ba8.jpg,0,,train,authentic,False
authentic_4267489181306850,authentic/4267489181306850.jpg,0,,train,authentic,False
